tool,file,line,severity
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,233,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,235,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,235,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,237,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,237,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,239,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,247,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,247,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,306,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,306,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,328,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,338,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,348,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,359,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,369,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,379,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,410,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,415,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,420,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,469,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,470,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,511,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,514,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,515,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,515,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,516,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,516,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,517,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,517,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,518,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,518,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,519,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,519,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,520,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,520,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,521,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,521,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,522,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,522,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,523,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/feature_engineer.py,523,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/main.py,1,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/main.py,2,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,6,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,59,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,59,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,62,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,62,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,64,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,64,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,65,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,65,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,67,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,68,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,68,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,104,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,114,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,131,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,131,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,148,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,270,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,270,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,288,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,388,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,388,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,395,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,395,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,420,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,420,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,430,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,445,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,445,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,475,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,475,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,503,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,507,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,518,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,523,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo/titanic_ml/trainer.py,523,warning
mypy,titanic_ml/main.py,1,error
mypy,titanic_ml/main.py,1,note
mypy,titanic_ml/main.py,6,error
mypy,titanic_ml/feature_engineer.py,45,error
mypy,titanic_ml/feature_engineer.py,271,error
mypy,titanic_ml/data_loader.py,32,error
mypy,titanic_ml/trainer.py,40,error
mypy,titanic_ml/trainer.py,59,error
mypy,titanic_ml/trainer.py,71,error
mypy,titanic_ml/trainer.py,79,error
mypy,titanic_ml/trainer.py,96,error
mypy,titanic_ml/trainer.py,99,error
mypy,titanic_ml/trainer.py,104,error
mypy,titanic_ml/trainer.py,111,error
mypy,titanic_ml/trainer.py,115,error
mypy,titanic_ml/trainer.py,129,error
mypy,titanic_ml/trainer.py,133,error
mypy,titanic_ml/trainer.py,189,error
mypy,titanic_ml/trainer.py,214,error
mypy,titanic_ml/trainer.py,223,error
mypy,titanic_ml/trainer.py,225,error
mypy,titanic_ml/trainer.py,257,error
mypy,titanic_ml/trainer.py,287,error
mypy,titanic_ml/trainer.py,315,error
mypy,titanic_ml/trainer.py,375,error
mypy,titanic_ml/trainer.py,405,error
mypy,titanic_ml/trainer.py,407,error
mypy,titanic_ml/trainer.py,430,error
mypy,titanic_ml/trainer.py,461,error
mypy,titanic_ml/trainer.py,479,error
mypy,titanic_ml/cli.py,276,error
radon_cc,titanic_ml/feature_engineer.py,306,C
radon_cc,titanic_ml/feature_engineer.py,246,C
radon_cc,titanic_ml/feature_engineer.py,391,B
radon_cc,titanic_ml/cli.py,179,C
radon_cc,titanic_ml/cli.py,43,B
radon_cc,titanic_ml/cli.py,322,B
radon_cc,titanic_ml/cli.py,431,B
radon_cc,titanic_ml/trainer.py,104,B
radon_cc,titanic_ml/trainer.py,133,B
flake8_wps,titanic_ml/__init__.py,3,warning
flake8_wps,titanic_ml/__init__.py,4,warning
flake8_wps,titanic_ml/cli.py,0,warning
flake8_wps,titanic_ml/cli.py,0,warning
flake8_wps,titanic_ml/cli.py,43,warning
flake8_wps,titanic_ml/cli.py,43,warning
flake8_wps,titanic_ml/cli.py,43,warning
flake8_wps,titanic_ml/cli.py,43,warning
flake8_wps,titanic_ml/cli.py,46,warning
flake8_wps,titanic_ml/cli.py,46,warning
flake8_wps,titanic_ml/cli.py,50,warning
flake8_wps,titanic_ml/cli.py,77,warning
flake8_wps,titanic_ml/cli.py,80,warning
flake8_wps,titanic_ml/cli.py,87,warning
flake8_wps,titanic_ml/cli.py,90,warning
flake8_wps,titanic_ml/cli.py,93,warning
flake8_wps,titanic_ml/cli.py,108,warning
flake8_wps,titanic_ml/cli.py,108,warning
flake8_wps,titanic_ml/cli.py,148,warning
flake8_wps,titanic_ml/cli.py,149,warning
flake8_wps,titanic_ml/cli.py,151,warning
flake8_wps,titanic_ml/cli.py,151,warning
flake8_wps,titanic_ml/cli.py,152,warning
flake8_wps,titanic_ml/cli.py,153,warning
flake8_wps,titanic_ml/cli.py,154,warning
flake8_wps,titanic_ml/cli.py,179,warning
flake8_wps,titanic_ml/cli.py,179,warning
flake8_wps,titanic_ml/cli.py,179,warning
flake8_wps,titanic_ml/cli.py,183,warning
flake8_wps,titanic_ml/cli.py,215,warning
flake8_wps,titanic_ml/cli.py,236,warning
flake8_wps,titanic_ml/cli.py,236,warning
flake8_wps,titanic_ml/cli.py,249,warning
flake8_wps,titanic_ml/cli.py,264,warning
flake8_wps,titanic_ml/cli.py,272,warning
flake8_wps,titanic_ml/cli.py,275,warning
flake8_wps,titanic_ml/cli.py,297,warning
flake8_wps,titanic_ml/cli.py,297,warning
flake8_wps,titanic_ml/cli.py,300,warning
flake8_wps,titanic_ml/cli.py,304,warning
flake8_wps,titanic_ml/cli.py,322,warning
flake8_wps,titanic_ml/cli.py,322,warning
flake8_wps,titanic_ml/cli.py,322,warning
flake8_wps,titanic_ml/cli.py,327,warning
flake8_wps,titanic_ml/cli.py,352,warning
flake8_wps,titanic_ml/cli.py,386,warning
flake8_wps,titanic_ml/cli.py,387,warning
flake8_wps,titanic_ml/cli.py,388,warning
flake8_wps,titanic_ml/cli.py,389,warning
flake8_wps,titanic_ml/cli.py,402,warning
flake8_wps,titanic_ml/cli.py,403,warning
flake8_wps,titanic_ml/cli.py,415,warning
flake8_wps,titanic_ml/cli.py,431,warning
flake8_wps,titanic_ml/cli.py,431,warning
flake8_wps,titanic_ml/cli.py,431,warning
flake8_wps,titanic_ml/cli.py,431,warning
flake8_wps,titanic_ml/cli.py,432,warning
flake8_wps,titanic_ml/cli.py,449,warning
flake8_wps,titanic_ml/cli.py,467,warning
flake8_wps,titanic_ml/data_loader.py,15,warning
flake8_wps,titanic_ml/data_loader.py,54,warning
flake8_wps,titanic_ml/data_loader.py,54,warning
flake8_wps,titanic_ml/data_loader.py,176,warning
flake8_wps,titanic_ml/data_loader.py,230,warning
flake8_wps,titanic_ml/feature_engineer.py,15,warning
flake8_wps,titanic_ml/feature_engineer.py,17,warning
flake8_wps,titanic_ml/feature_engineer.py,18,warning
flake8_wps,titanic_ml/feature_engineer.py,20,warning
flake8_wps,titanic_ml/feature_engineer.py,36,warning
flake8_wps,titanic_ml/feature_engineer.py,38,warning
flake8_wps,titanic_ml/feature_engineer.py,39,warning
flake8_wps,titanic_ml/feature_engineer.py,41,warning
flake8_wps,titanic_ml/feature_engineer.py,42,warning
flake8_wps,titanic_ml/feature_engineer.py,71,warning
flake8_wps,titanic_ml/feature_engineer.py,71,warning
flake8_wps,titanic_ml/feature_engineer.py,111,warning
flake8_wps,titanic_ml/feature_engineer.py,113,warning
flake8_wps,titanic_ml/feature_engineer.py,134,warning
flake8_wps,titanic_ml/feature_engineer.py,141,warning
flake8_wps,titanic_ml/feature_engineer.py,146,warning
flake8_wps,titanic_ml/feature_engineer.py,167,warning
flake8_wps,titanic_ml/feature_engineer.py,171,warning
flake8_wps,titanic_ml/feature_engineer.py,175,warning
flake8_wps,titanic_ml/feature_engineer.py,201,warning
flake8_wps,titanic_ml/feature_engineer.py,201,warning
flake8_wps,titanic_ml/feature_engineer.py,201,warning
flake8_wps,titanic_ml/feature_engineer.py,201,warning
flake8_wps,titanic_ml/feature_engineer.py,201,warning
flake8_wps,titanic_ml/feature_engineer.py,203,warning
flake8_wps,titanic_ml/feature_engineer.py,203,warning
flake8_wps,titanic_ml/feature_engineer.py,205,warning
flake8_wps,titanic_ml/feature_engineer.py,205,warning
flake8_wps,titanic_ml/feature_engineer.py,207,warning
flake8_wps,titanic_ml/feature_engineer.py,212,warning
flake8_wps,titanic_ml/feature_engineer.py,233,warning
flake8_wps,titanic_ml/feature_engineer.py,233,warning
flake8_wps,titanic_ml/feature_engineer.py,233,warning
flake8_wps,titanic_ml/feature_engineer.py,233,warning
flake8_wps,titanic_ml/feature_engineer.py,233,warning
flake8_wps,titanic_ml/feature_engineer.py,233,warning
flake8_wps,titanic_ml/feature_engineer.py,235,warning
flake8_wps,titanic_ml/feature_engineer.py,235,warning
flake8_wps,titanic_ml/feature_engineer.py,235,warning
flake8_wps,titanic_ml/feature_engineer.py,235,warning
flake8_wps,titanic_ml/feature_engineer.py,237,warning
flake8_wps,titanic_ml/feature_engineer.py,237,warning
flake8_wps,titanic_ml/feature_engineer.py,237,warning
flake8_wps,titanic_ml/feature_engineer.py,239,warning
flake8_wps,titanic_ml/feature_engineer.py,242,warning
flake8_wps,titanic_ml/feature_engineer.py,246,warning
flake8_wps,titanic_ml/feature_engineer.py,246,warning
flake8_wps,titanic_ml/feature_engineer.py,267,warning
flake8_wps,titanic_ml/feature_engineer.py,278,warning
flake8_wps,titanic_ml/feature_engineer.py,282,warning
flake8_wps,titanic_ml/feature_engineer.py,298,warning
flake8_wps,titanic_ml/feature_engineer.py,306,warning
flake8_wps,titanic_ml/feature_engineer.py,306,warning
flake8_wps,titanic_ml/feature_engineer.py,322,warning
flake8_wps,titanic_ml/feature_engineer.py,327,warning
flake8_wps,titanic_ml/feature_engineer.py,329,warning
flake8_wps,titanic_ml/feature_engineer.py,337,warning
flake8_wps,titanic_ml/feature_engineer.py,339,warning
flake8_wps,titanic_ml/feature_engineer.py,347,warning
flake8_wps,titanic_ml/feature_engineer.py,349,warning
flake8_wps,titanic_ml/feature_engineer.py,360,warning
flake8_wps,titanic_ml/feature_engineer.py,370,warning
flake8_wps,titanic_ml/feature_engineer.py,380,warning
flake8_wps,titanic_ml/feature_engineer.py,408,warning
flake8_wps,titanic_ml/feature_engineer.py,413,warning
flake8_wps,titanic_ml/feature_engineer.py,418,warning
flake8_wps,titanic_ml/feature_engineer.py,501,warning
flake8_wps,titanic_ml/feature_engineer.py,514,warning
flake8_wps,titanic_ml/main.py,2,warning
flake8_wps,titanic_ml/trainer.py,0,warning
flake8_wps,titanic_ml/trainer.py,31,warning
flake8_wps,titanic_ml/trainer.py,34,warning
flake8_wps,titanic_ml/trainer.py,44,warning
flake8_wps,titanic_ml/trainer.py,46,warning
flake8_wps,titanic_ml/trainer.py,59,warning
flake8_wps,titanic_ml/trainer.py,64,warning
flake8_wps,titanic_ml/trainer.py,82,warning
flake8_wps,titanic_ml/trainer.py,82,warning
flake8_wps,titanic_ml/trainer.py,104,warning
flake8_wps,titanic_ml/trainer.py,110,warning
flake8_wps,titanic_ml/trainer.py,131,warning
flake8_wps,titanic_ml/trainer.py,133,warning
flake8_wps,titanic_ml/trainer.py,133,warning
flake8_wps,titanic_ml/trainer.py,142,warning
flake8_wps,titanic_ml/trainer.py,144,warning
flake8_wps,titanic_ml/trainer.py,144,warning
flake8_wps,titanic_ml/trainer.py,150,warning
flake8_wps,titanic_ml/trainer.py,150,warning
flake8_wps,titanic_ml/trainer.py,150,warning
flake8_wps,titanic_ml/trainer.py,151,warning
flake8_wps,titanic_ml/trainer.py,151,warning
flake8_wps,titanic_ml/trainer.py,152,warning
flake8_wps,titanic_ml/trainer.py,160,warning
flake8_wps,titanic_ml/trainer.py,160,warning
flake8_wps,titanic_ml/trainer.py,162,warning
flake8_wps,titanic_ml/trainer.py,162,warning
flake8_wps,titanic_ml/trainer.py,162,warning
flake8_wps,titanic_ml/trainer.py,163,warning
flake8_wps,titanic_ml/trainer.py,164,warning
flake8_wps,titanic_ml/trainer.py,165,warning
flake8_wps,titanic_ml/trainer.py,166,warning
flake8_wps,titanic_ml/trainer.py,170,warning
flake8_wps,titanic_ml/trainer.py,170,warning
flake8_wps,titanic_ml/trainer.py,172,warning
flake8_wps,titanic_ml/trainer.py,172,warning
flake8_wps,titanic_ml/trainer.py,173,warning
flake8_wps,titanic_ml/trainer.py,174,warning
flake8_wps,titanic_ml/trainer.py,203,warning
flake8_wps,titanic_ml/trainer.py,237,warning
flake8_wps,titanic_ml/trainer.py,252,warning
flake8_wps,titanic_ml/trainer.py,287,warning
flake8_wps,titanic_ml/trainer.py,304,warning
flake8_wps,titanic_ml/trainer.py,341,warning
flake8_wps,titanic_ml/trainer.py,341,warning
flake8_wps,titanic_ml/trainer.py,351,warning
flake8_wps,titanic_ml/trainer.py,375,warning
flake8_wps,titanic_ml/trainer.py,407,warning
flake8_wps,titanic_ml/trainer.py,448,warning
flake8_wps,titanic_ml/trainer.py,507,warning
flake8_wps,titanic_ml/trainer.py,512,warning
flake8_wps,titanic_ml/trainer.py,518,warning
vulture,titanic_ml/data_loader.py,41,warning
vulture,titanic_ml/data_loader.py,47,warning
vulture,titanic_ml/data_loader.py,250,warning
vulture,titanic_ml/feature_engineer.py,6,warning
vulture,titanic_ml/feature_engineer.py,36,warning
vulture,titanic_ml/feature_engineer.py,38,warning
vulture,titanic_ml/feature_engineer.py,41,warning
vulture,titanic_ml/trainer.py,6,warning
vulture,titanic_ml/trainer.py,59,warning
vulture,titanic_ml/trainer.py,59,warning
