tool,file,line,severity
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/core/model.py,53,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/core/model.py,53,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/core/model.py,65,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/core/model.py,67,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/core/model.py,67,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/main.py,5,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/main.py,21,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/main.py,22,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/main.py,23,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/main.py,33,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/main.py,34,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/main.py,34,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/main.py,50,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/main.py,52,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/main.py,52,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/main.py,68,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/main.py,69,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/main.py,70,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/main.py,79,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/main.py,80,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/main.py,80,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/main.py,80,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/main.py,80,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/main.py,87,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/main.py,89,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/main.py,89,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/main.py,101,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/main.py,102,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/main.py,103,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/main.py,106,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/main.py,123,warning
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/main.py,123,error
ruff,/Users/somen/Zavodi/opensource/ml-moscow-python-demo-1/titanic_ml/main.py,124,warning
mypy,titanic_ml/core/config.py,8,error
mypy,titanic_ml/core/config.py,22,error
mypy,titanic_ml/core/config.py,43,error
mypy,titanic_ml/core/features.py,42,error
mypy,titanic_ml/core/model.py,6,error
mypy,titanic_ml/core/model.py,9,error
mypy,titanic_ml/core/model.py,9,note
mypy,titanic_ml/core/model.py,10,error
mypy,titanic_ml/core/model.py,39,error
mypy,titanic_ml/core/model.py,40,error
mypy,titanic_ml/core/model.py,41,error
mypy,titanic_ml/core/model.py,43,error
mypy,titanic_ml/core/model.py,44,error
mypy,titanic_ml/core/model.py,47,error
mypy,titanic_ml/core/model.py,60,error
mypy,titanic_ml/core/model.py,62,error
mypy,titanic_ml/main.py,21,error
mypy,titanic_ml/main.py,21,error
mypy,titanic_ml/main.py,68,error
mypy,titanic_ml/main.py,68,error
mypy,titanic_ml/main.py,101,error
mypy,titanic_ml/main.py,101,error
radon_cc,titanic_ml/core/features.py,35,B
radon_cc,titanic_ml/core/features.py,53,B
radon_cc,titanic_ml/core/features.py,65,B
flake8_wps,titanic_ml/core/config.py,48,warning
flake8_wps,titanic_ml/core/data.py,18,warning
flake8_wps,titanic_ml/core/data.py,19,warning
flake8_wps,titanic_ml/core/data.py,27,warning
flake8_wps,titanic_ml/core/data.py,28,warning
flake8_wps,titanic_ml/core/data.py,29,warning
flake8_wps,titanic_ml/core/data.py,33,warning
flake8_wps,titanic_ml/core/data.py,39,warning
flake8_wps,titanic_ml/core/features.py,10,warning
flake8_wps,titanic_ml/core/features.py,10,warning
flake8_wps,titanic_ml/core/features.py,19,warning
flake8_wps,titanic_ml/core/features.py,24,warning
flake8_wps,titanic_ml/core/features.py,27,warning
flake8_wps,titanic_ml/core/features.py,30,warning
flake8_wps,titanic_ml/core/features.py,32,warning
flake8_wps,titanic_ml/core/features.py,36,warning
flake8_wps,titanic_ml/core/features.py,39,warning
flake8_wps,titanic_ml/core/features.py,44,warning
flake8_wps,titanic_ml/core/features.py,55,warning
flake8_wps,titanic_ml/core/features.py,57,warning
flake8_wps,titanic_ml/core/features.py,58,warning
flake8_wps,titanic_ml/core/features.py,66,warning
flake8_wps,titanic_ml/core/features.py,70,warning
flake8_wps,titanic_ml/core/features.py,70,warning
flake8_wps,titanic_ml/core/features.py,74,warning
flake8_wps,titanic_ml/core/features.py,74,warning
flake8_wps,titanic_ml/core/features.py,93,warning
flake8_wps,titanic_ml/core/features.py,94,warning
flake8_wps,titanic_ml/core/model.py,26,warning
flake8_wps,titanic_ml/core/model.py,27,warning
flake8_wps,titanic_ml/core/model.py,28,warning
flake8_wps,titanic_ml/core/model.py,29,warning
flake8_wps,titanic_ml/core/model.py,32,warning
flake8_wps,titanic_ml/core/model.py,32,warning
flake8_wps,titanic_ml/core/model.py,39,warning
flake8_wps,titanic_ml/core/model.py,43,warning
flake8_wps,titanic_ml/core/model.py,47,warning
flake8_wps,titanic_ml/core/model.py,68,warning
flake8_wps,titanic_ml/main.py,21,warning
flake8_wps,titanic_ml/main.py,21,warning
flake8_wps,titanic_ml/main.py,22,warning
flake8_wps,titanic_ml/main.py,23,warning
flake8_wps,titanic_ml/main.py,33,warning
flake8_wps,titanic_ml/main.py,33,warning
flake8_wps,titanic_ml/main.py,53,warning
flake8_wps,titanic_ml/main.py,68,warning
flake8_wps,titanic_ml/main.py,69,warning
flake8_wps,titanic_ml/main.py,70,warning
flake8_wps,titanic_ml/main.py,79,warning
flake8_wps,titanic_ml/main.py,79,warning
flake8_wps,titanic_ml/main.py,90,warning
flake8_wps,titanic_ml/main.py,95,warning
flake8_wps,titanic_ml/main.py,95,warning
flake8_wps,titanic_ml/main.py,101,warning
flake8_wps,titanic_ml/main.py,102,warning
flake8_wps,titanic_ml/main.py,103,warning
flake8_wps,titanic_ml/main.py,106,warning
flake8_wps,titanic_ml/main.py,109,warning
flake8_wps,titanic_ml/main.py,124,warning
flake8_wps,titanic_ml/main.py,124,warning
flake8_wps,titanic_ml/main.py,127,warning
vulture,titanic_ml/core/config.py,14,warning
vulture,titanic_ml/core/features.py,5,warning
vulture,titanic_ml/core/model.py,15,warning
